reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app_name
7548714f-a10f-4c6f-b6fb-c2c1d2fb5610,Emmanuel Isaac,https://play-lh.googleusercontent.com/a-/ALV-UjVtisdM_wQ7_wZ9B2Rt44qIzb3ona2tpO9PUUD_Zpe6HlCPJ3k,extraordinary,5,0,,26/02/2026 16:23,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 16:35,,kuda
bb059dd0-dbb9-4e58-9522-2f8929203318,Waliyat Salaudeen,https://play-lh.googleusercontent.com/a/ACg8ocLERKx8wAfDLkl3RBHhDro1DzCey_uXAtzIp56vvRAr6axKQA=mo,very good,5,0,2.00413,26/02/2026 16:18,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 16:35,2.00413,kuda
f454b5bf-d559-41b2-ab30-8335ce0cd981,Akindele Olamide,https://play-lh.googleusercontent.com/a/ACg8ocKUswLVhrJZ22vJy164DlNqfYyGMERNgd3Q6_pCMSosWCeDSw=mo,Very good 😊😊,5,0,,26/02/2026 15:51,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 15:55,,kuda
bcd43601-0c4c-4c0a-89cb-7b438e2ae107,Knotty Miracle,https://play-lh.googleusercontent.com/a/ACg8ocIOpIbZwsfBsSv7T-_xAYknhtNC4FePK-sY8XO8yqehOL41tQ=mo,this app is good,5,0,2.00413,26/02/2026 15:40,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 15:55,2.00413,kuda
db6259ff-782f-4970-a8b4-89a03dd22095,garba garba,https://play-lh.googleusercontent.com/a/ACg8ocIpm05mHBRuOrlqMDB4EA4VMY1aPjzsvTLW1ClY-0WA5LtJuQ=mo,"good services, good customer support",5,0,,26/02/2026 15:30,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 15:35,,kuda
dbe6462e-8d97-4912-8114-530b7914e13f,nana firdausi,https://play-lh.googleusercontent.com/a/ACg8ocIiyiEujLgNxf7Jsf9vvIEt1AOEwpG309aOEryGrpLVaVln3Q=mo,Excellent,5,0,2.00413,26/02/2026 15:23,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 15:35,2.00413,kuda
56052c32-871d-4b39-a157-62d723748a1a,Prince William,https://play-lh.googleusercontent.com/a/ACg8ocLnnbnBi4g8mNjUIIVYoppG7WO3Ba7CYJEaClyHwXy3xDU4ew=mo,very fast and reliable,5,0,2.00413,26/02/2026 15:16,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 15:35,2.00413,kuda
b559fcfe-1f81-4f20-97d6-13ed2b553821,Olushola Sholanke,https://play-lh.googleusercontent.com/a/ACg8ocLKWI6fZgrwE5lacHYMsdy9wTEs5_BWDHFHZEJMG_v4xwvlew=mo,Top-notch!,5,0,2.0041,26/02/2026 14:43,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 14:55,2.0041,kuda
ba9948b9-447a-4c5c-8483-8e0844b27f8e,Back up mail,https://play-lh.googleusercontent.com/a/ACg8ocLgu4jJi3ZCAzAoQnFTBpN2fGqIOOrV2KN0_3HdjXjZXrmR-A=mo,Amazing experience and a great banking app so good at their job and very respectful and swift with refunds lovely app Thank you Kuda⭐✨,5,0,2.00412,26/02/2026 13:37,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 13:55,2.00412,kuda
ea371253-ce78-46ee-87a0-6578f68ad5c8,Jamiu Alubarka,https://play-lh.googleusercontent.com/a-/ALV-UjWpd2ZuvK1Ndt_hoQCADMbcfo56g_6QKnoD4rlbCfUJAHTF-tOa,the app is excellents so fast and reliable kudos to kuda👍🥰👏,5,0,2.00412,26/02/2026 13:33,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 13:35,2.00412,kuda
840f7116-8f90-456e-a418-afba3a1b2ca8,Sule Abdulkadir,https://play-lh.googleusercontent.com/a/ACg8ocL7ca65CR6gM9OtC8YffRS_x4vCreDBvF7kspliT9xa0vAlaQ=mo,Good experience so far,4,0,2.00413,26/02/2026 13:19,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 13:35,2.00413,kuda
ab21a744-44ab-4f18-aef4-1cb01d15f867,Stella Happiness,https://play-lh.googleusercontent.com/a/ACg8ocLWC747_GsfeaMItc7vk-icRM1sccP6QTeK-A9zCf13SI29hQ=mo,fast nd reliable I love ur service tank u,5,0,2.0041,26/02/2026 13:00,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 13:15,2.0041,kuda
cc6e7699-0d16-4d12-99a9-f92866ca1033,james otum,https://play-lh.googleusercontent.com/a/ACg8ocKK0LrcU-qJZONe35mj8gMWRq-3bHGGKMmuwZ_q08EEqvwFPg=mo,𝐾𝑢𝑑𝑎 𝑜𝑟 𝑛𝑜 𝑜𝑡ℎ𝑒𝑟..𝑡ℎ𝑒 𝑣𝑒𝑟𝑦 𝑏𝑒𝑠𝑡..𝑠𝑤𝑖𝑓𝑡 𝑝𝑎𝑦𝑚𝑒𝑛𝑡,5,0,2.00412,26/02/2026 12:24,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 12:35,2.00412,kuda
7bb60963-d975-45d0-8b45-73a318882d51,James Benedict,https://play-lh.googleusercontent.com/a-/ALV-UjUsttNH6IpD-Lko_Ton0HbiEF7LZo4SswtvmJVF1Prdp7L3xHH3,good and simple app,4,0,2.00413,26/02/2026 12:00,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 12:15,2.00413,kuda
c57088d9-ec04-4901-a3df-6ce9473c61e9,Ololade AbdulQudus,https://play-lh.googleusercontent.com/a/ACg8ocKjAPr1dOEg18Wl7LDKDp_WIfODqpoHdJAn0maEZiYXetlU_Q=mo,excellent,5,0,2.00412,26/02/2026 11:57,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 12:15,2.00412,kuda
6e654c0e-f6e0-448c-9659-2daf9f3b7193,Kamilu Olaitan,https://play-lh.googleusercontent.com/a/ACg8ocKKtKonRbpOj_sws7RFrlDRnZ-p4Vhd0AY2g6POdDDwnncLyA=mo,I'm highly impressed with the kuda customer care .,5,0,,26/02/2026 11:49,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 11:55,,kuda
494ba7f7-81dd-43d8-8d17-b4bffe86eaa9,Oricha gomina,https://play-lh.googleusercontent.com/a/ACg8ocLocTUKUDKQUYQRxpggk89XAOdVOpclUlVM6LT9MWOr6wBvCw=mo,excellent,5,0,2.00412,26/02/2026 11:43,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 11:55,2.00412,kuda
d8b5ec71-4ef3-47be-a01e-37c7f24b5c63,Uwadieuwgu Rosemary,https://play-lh.googleusercontent.com/a/ACg8ocKCdKHXbLbdA06gP-i8IwNv47Ad6QVOZbI5cEOAuxQ6HfQ-8w=mo,every thing is so felixbile and easy,5,0,,26/02/2026 11:29,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 11:35,,kuda
83b50f00-9170-45b5-85b3-984a07086f34,olaribigbe wasiu,https://play-lh.googleusercontent.com/a-/ALV-UjXn4sW7tPTstY2BTdltQyl2oXRggD9PV6_XifPufQSwupNFFKOQ,Satisfactory,4,0,2.00412,26/02/2026 11:27,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 11:29,2.00412,kuda
b02a234c-9a21-4a7b-a2c4-30a5ed6c67eb,Philip Emmanuel,https://play-lh.googleusercontent.com/a-/ALV-UjXXiVJcex5I2Hw93ws6WLgNJAHtsNtzrHUepJp7kmswYQUKpvis,smooth transaction and secured app,5,0,2.00413,26/02/2026 11:07,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 11:15,2.00413,kuda
5e129a0f-d637-4603-a8f8-34da8f8b5546,Mariam Ayoka,https://play-lh.googleusercontent.com/a/ACg8ocIEybqrgKy9w0dweDpkDNKGoBVlYfAbs1l9SPley--jiQhSog=mo,it was good,5,0,2.00412,26/02/2026 10:55,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 11:15,2.00412,kuda
579f8e0e-ac5d-46ba-af73-362e593c5b26,Rachael peter Samuel,https://play-lh.googleusercontent.com/a/ACg8ocLwHpXwOjAMiFgHYDA27TKaVCgY3N7r7xxO6Hybzxh5q5XtFQ=mo,very good app,4,0,,26/02/2026 10:23,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 10:35,,kuda
315946f1-1f5d-458b-a19a-b0b2009929f5,Mathias Jacob,https://play-lh.googleusercontent.com/a-/ALV-UjVG46QeKiabINgqv-Eqlh-88ZZXVIhxXu9wVaUWF79A_K_ETw8,𝒊𝒎 𝒔𝒐 𝒈𝒍𝒂𝒅 𝒘𝒉𝒊𝒕 𝒌𝒖𝒅𝒂,5,0,2.0041,26/02/2026 9:44,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 9:55,2.0041,kuda
19865e8b-7950-465c-87ba-cc58ef5bc61f,Elizabeth Toyin,https://play-lh.googleusercontent.com/a/ACg8ocLO6LyO2vDc44mYqDar7Vuqsy1tnsBbHOOyQiud0Af_m6PKxQ=mo,excellent,5,0,2.00412,26/02/2026 8:59,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 9:15,2.00412,kuda
7ee87b2a-12b1-4c5a-97c5-5045c0abb799,Amhanesi Ikhenemoh,https://play-lh.googleusercontent.com/a-/ALV-UjWqfpSsAJxXYF_8YI_8do8bGwAJvEal06c0fRMLC5jxDG1K4oA,excellent,5,0,2.00413,26/02/2026 8:44,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 8:55,2.00413,kuda
079334e8-5324-4eb1-8a23-d761162aec12,Fredrick burkhart,https://play-lh.googleusercontent.com/a/ACg8ocKwLUdfkxpLmmEoMA0OIBgsvhPu73WJsZ4CUspCFIxFWGxx4w=mo,poor network this days,1,0,2.0041,26/02/2026 8:37,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 8:55,2.0041,kuda
74fede34-9823-4b9c-a40a-7ce7afbe463c,Ephraim Michael,https://play-lh.googleusercontent.com/a-/ALV-UjVEGyb9YNChE1cyZ9x-WCKnnMMDCar_asSshkwEutE-zR4_w7k,very sharp,5,0,2.00413,26/02/2026 8:21,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 8:35,2.00413,kuda
630590ba-2d2b-4151-890e-2d08258619d2,Vincent Innocent,https://play-lh.googleusercontent.com/a/ACg8ocIEq8TBMOZcIQeS6avabJ7lSMe9cXZsyG_mEvX8oG501FE3-Q=mo,I love you kuda,5,0,2.00413,26/02/2026 7:55,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 8:15,2.00413,kuda
e4d15cbb-f61b-428e-ba26-419cecbdc347,Mary L,https://play-lh.googleusercontent.com/a/ACg8ocJ9pvCJj8mSewtc3ThiRYds2L8IuLVRwEIWh5BjztK41PuCRQ=mo,good,5,0,,26/02/2026 7:40,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 7:55,,kuda
f4587d23-65d4-4f70-b50d-396582c98960,IJEGALU CRESENT,https://play-lh.googleusercontent.com/a-/ALV-UjXO2igHzxCh01-SVF-P1YbRLjCN7DzxTDGWI-HPClKSVVtsI49t,good 💯,5,0,2.00413,26/02/2026 7:05,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 7:15,2.00413,kuda
8ae5c5c3-3d23-4485-aeb1-6f1edf6d0313,Isaac Promise,https://play-lh.googleusercontent.com/a/ACg8ocKKxFbI9UTL7uYwTymWQWvV2cqItbMbpy-dJPhpvyT1bI1Hdg=mo,I like kuda is great 👍,5,0,2.00412,26/02/2026 6:56,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 7:15,2.00412,kuda
3592bcae-433c-41fa-a71d-608f126b4511,Michael Eric,https://play-lh.googleusercontent.com/a/ACg8ocLA6JlC3KFLR7f7j7BQD4OvfCA9T1sUSY_HpW8EP-o59Iny7Q=mo,kuda is good,5,0,,26/02/2026 6:39,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 6:55,,kuda
ff23353e-6e6f-4aa7-bc7f-381cd196b709,James Jacobson,https://play-lh.googleusercontent.com/a/ACg8ocKSpHOm99VsOc-FrRGpruWNchG_TsNZ8LlKMWc-5ksEO7TkKQ=mo,nice app,5,0,,26/02/2026 2:22,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 2:35,,kuda
420f5d1d-c339-40e5-b2d1-f7f80cc14b2c,George Adekunle,https://play-lh.googleusercontent.com/a/ACg8ocKC1cU_IDQXyQJjsXeJQuIGKrjoe6uFMQ4uZiqTAc4Hn7XC=mo,Your card doesn't work,1,0,2.00413,26/02/2026 2:12,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 2:15,2.00413,kuda
a91cb08b-78df-499b-9b16-7687d8014c5f,A Y SPECIAL,https://play-lh.googleusercontent.com/a/ACg8ocIYUUDZNCw-3pA7Kg5ZxYHBLY08oSuxzuDkJkLbVVYFMCjspQ=mo,very reliable,5,0,2.00412,26/02/2026 0:37,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 0:55,2.00412,kuda
69b6f696-64cf-4c93-9fe4-b28dcafc0809,Abdullahi YusufDawasa,https://play-lh.googleusercontent.com/a/ACg8ocLw_g-2R-4xsCY_ZlBGTQon4tS10y-pXNL__UBKr4w__HKbww=mo,great app with full experience Thank for providing adequate service to us,5,0,2.00412,26/02/2026 0:32,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",26/02/2026 0:35,2.00412,kuda
d5cf99cf-263e-4928-85dd-7958a25896f7,sadiq milez,https://play-lh.googleusercontent.com/a-/ALV-UjWY0xgRVcxa7b6Qhn2Ok6ND8j2MVTtCsTNXBKX2Rsf48hyNDtPf,poor services,1,0,2.00383,25/02/2026 23:50,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",25/02/2026 23:55,2.00383,kuda
56442349-e461-4469-ba91-1ab089db21ff,NABILA DAHIRU ABAKA,https://play-lh.googleusercontent.com/a/ACg8ocJjhJYNULQzptKX9c2zJpWa3DGOIax6PHQg-s6mn7lw6AFNEA=mo,am trying to register but is showing me referral code what does that means,1,0,2.00377,25/02/2026 23:13,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",25/02/2026 23:15,2.00377,kuda
0bca311e-ae23-43f3-876a-ce05fb0f6799,Safia Yusufu,https://play-lh.googleusercontent.com/a/ACg8ocKCAMJKHEVb3lRWgXM9Q5p37T8RDsrmNPkXzE30Mg5nLSABtQ=mo,very nice,5,0,2.0041,25/02/2026 22:23,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",25/02/2026 22:35,2.0041,kuda
4388969a-a03f-4cef-93df-d3eb5c5e394e,Einstein Nathaniel,https://play-lh.googleusercontent.com/a-/ALV-UjWRrdKqlU8R0L1aYBs2QI8lbJxoEzkRsRPQKq8TifEnJpbfvo0,it's refusing to update my nin,3,0,2.00413,25/02/2026 21:54,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",25/02/2026 21:55,2.00413,kuda
7cf06dbe-606e-49e5-bc21-ea1d53660ec1,Dee O,https://play-lh.googleusercontent.com/a/ACg8ocLBzZwzo_UDvVV5ZwjLIcojFqCVXBxcFftkvWDtXau6Tl5RHA=mo,"Been unable to login after the beta update. I left the beta program, uninstalled and reinstalled the stable version, and still no luck. The website is working though.",1,3,2.00413,25/02/2026 21:38,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",25/02/2026 21:55,2.00413,kuda
f828c7ed-ac59-4a04-88c6-c3cb6f06fcd6,Silent Heartbeat,https://play-lh.googleusercontent.com/a/ACg8ocLZZQMVOQMwKdmzh6bpjRLOOOkgtGNjU4yT_dmmpsjn72ZSLA=mo,kuda is the best of all time fast in transaction,1,0,,25/02/2026 21:37,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",25/02/2026 21:55,,kuda
184ff6f3-f9d8-4a07-a36e-26e237d65678,Agboluaje Damola,https://play-lh.googleusercontent.com/a/ACg8ocJ_p405ySG45_V9KtqTnJXeuGvH4Uf69TujHiUJ6hdFCqQQjQ=mo,"when I want to log in it will just be rolling and not open ,it giving me problems, some time it will said ,they have issue for now I should try again often and often,.",3,0,,25/02/2026 20:50,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",25/02/2026 20:55,,kuda
a6ba0a42-df0c-4802-9854-0a23ae9fa6b8,Chioma Precious,https://play-lh.googleusercontent.com/a/ACg8ocL3Aj-h9J2081tL9PKXCOE_DAZ_7_EBTcmK-svFXnmdTzWrMw=mo,it's a very good bank app but it has glitches sometimes,4,0,2.0041,25/02/2026 20:38,"Thanks for rating the Kuda App! You can reach us anytime through the in-app chat or by emailing help@kuda.com.
We’re here to help!💜",25/02/2026 20:55,2.0041,kuda
